"Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","p_adjusted","symbol","UniProt","label"
"A1BG_P04217_MS",0.00142063175653399,0.00281562188081669,0.0168549938606387,0.0842855101746184,0.932863716371279,0.45357705938286,0.449134596451013,492,-0.0316960156104123,0.0345372791234803,-252.169445440909,0.969441022176236,"A1BG","P04217","A1BG"
"A2M_P01023_MS",-0.0130472020751218,-0.0356348277588833,0.0122330194270427,-1.06655614772255,0.286695393561505,0.453402070676256,0.448958185071998,492,-0.0370826062970386,0.010988202146795,-570.754574662982,0.490805255262239,"A2M","P01023","A2M"
"A4GALT_Q9NPC4_MS",0.022252036130655,0.0625732092667782,0.0151737163194637,1.46648557691248,0.143154899740226,0.108528695282714,0.10128096109802,492,-0.00756124156927033,0.0520653138305804,-356.62119485457,0.305313458867256,"A4GALT","Q9NPC4","A4GALT"
"ABAT_P80404_MS",-0.0741134098385811,-0.0377141863950559,0.0908077422629743,-0.816157389134869,0.414846785717368,0.0545580953989629,0.046059741200302,445,-0.252578702357261,0.104351882680099,1243.2431267165,0.614677814269365,"ABAT","P80404","ABAT"
"ABCA2_Q9BZC7_MS",-0.00293245928661635,-0.00544419548056533,0.0154687183317897,-0.18957351370151,0.849721526233232,0.596170349721377,0.592887181832933,492,-0.0333253561602725,0.0274604375870398,-337.481654320663,0.926005704104574,"ABCA2","Q9BZC7","ABCA2"
"ABHD14A_Q9BUJ0_MS",0.031460046570166,0.0540083605214148,0.0251193247627513,1.2524240546791,0.211017719175242,0.100444335389321,0.0930405850633071,486,-0.0178958388751753,0.0808159320155074,136.305144852726,0.398414051875643,"ABHD14A","Q9BUJ0","ABHD14A"
"ABHD14B_Q96IU4_MS",0.0381852120655542,0.0394256518792854,0.0430247120412967,0.887518132112137,0.375234539488723,0.0352871658435171,0.0274279981518146,491,-0.0463500529409411,0.122720477072049,676.971926803334,0.577621075492964,"ABHD14B","Q96IU4","ABHD14B"
"ABI3BP_Q7Z7G0_MS",0.0227972471041703,0.0661054179781361,0.0151004438489624,1.50970708756596,0.131761408907935,0.0628109137965107,0.0551759721573785,491,-0.00687221404788781,0.0524667082562283,-361.766434969082,0.28728412308,"ABI3BP","Q7Z7G0","ABI3BP"
"ACACA_Q13085_MS",-0.109826170809846,-0.0829266530621927,0.0621876928821317,-1.76604350024701,0.0780772648809516,0.0263311581678688,0.0175395659165628,443,-0.232045721339052,0.0123933797193602,896.002193414336,0.197535480148807,"ACACA","Q13085","ACACA"
"ACAN_P16112_MS",0.00705547242981897,0.0102920109244692,0.026894487064653,0.262338984672136,0.793169913768477,0.246365257458824,0.240238145730847,492,-0.0457867446364803,0.0598976894961183,212.301247852744,0.890717430659151,"ACAN","P16112","ACAN"
"ACE_P12821_MS",-0.0337543579469936,-0.0719599696763236,0.0153304185418676,-2.20178971988338,0.0281435304606285,0.476982326097823,0.472730149887236,492,-0.0638755237591232,-0.00363319213486411,-346.408587287422,0.090273384552,"ACE","P12821","ACE"
"ACHE_P22303_MS",0.174242761236186,0.203200616979975,0.0348337510501699,5.00212454826441,7.90403357555846e-07,0.191970636230044,0.18540129180915,492,0.105801499285305,0.242684023187067,469.414705914024,1.45434217790276e-05,"ACHE","P22303","ACHE"
"ACP1_P24666_MS",0.121728938179655,0.118643812634727,0.0484317136454483,2.51341381539356,0.0123197661874581,0.0405633144624892,0.031679641448253,432,0.0265378333159051,0.216920043043405,645.597931713202,0.04740533605212,"ACP1","P24666","ACP1"
"ACP2_P11117_MS",0.0508738247373273,0.0707841899963625,0.025225553251279,2.01675754067942,0.0442635628428837,0.396813996698996,0.391910045452647,492,0.00131072441430669,0.100436925060348,148.62180568994,0.127257743173291,"ACP2","P11117","ACP2"
"ACTA1_P68133_MS",0.0271508255196597,0.0481499551956535,0.0215458031389439,1.2601445090986,0.208217032853409,0.288021591920867,0.282209523283487,490,-0.0151827376031659,0.0694843886424852,-9.67992416310608,0.395567845912695,"ACTA1","P68133","ACTA1"
"ACTB_P60709_MS",0.0519244800081515,0.0961995706412793,0.0201234401557411,2.58029837872118,0.0101614280785287,0.322214918287586,0.316681978845035,490,0.0123856000421655,0.0914633599741375,-77.7352778942051,0.0409695825317571,"ACTB","P60709","ACTB"
"ACTN1_P12814_MS",-0.00569227002691475,-0.00449102355053741,0.0584421081610216,-0.0974001487289134,0.922451515875532,0.0366064417059221,0.0281370477868533,455,-0.120542200033613,0.109157659979783,874.25612719684,0.964273403876278,"ACTN1","P12814","ACTN1"
"ACVR1_Q04771_MS",-0.0299123288285551,-0.0355891212659508,0.0364340547144452,-0.820999174069297,0.41205771756281,0.110861365920358,0.103389612692798,476,-0.101503797306916,0.0416791396498058,481.912139634663,0.61405315616121,"ACVR1","Q04771","ACVR1"
"ACVR1B_P36896_MS",-0.0345241002692977,-0.0482322508093944,0.0228273469186273,-1.51240091073071,0.131075255645769,0.502946112041842,0.498896793199006,491,-0.079375436387693,0.0103272358490975,48.4914254229296,0.286806829650849,"ACVR1B","P36896","ACVR1B"
"ACVR2A_P27037_MS",-0.0441788666783046,-0.0449526882800565,0.0365491622152395,-1.20875182906063,0.227368551496585,0.354945206112897,0.349431917276255,468,-0.115999646277484,0.0276419129208746,469.268432902003,0.421423029513817,"ACVR2A","P27037","ACVR2A"
"ACYP1_P07311_MS",0.0301022497168723,0.0580605001475063,0.0204510519350486,1.47191693671677,0.141682656717722,0.238129704853804,0.231935637413591,492,-0.0100799230454527,0.0702844224791972,-59.9424333651841,0.303777221606641,"ACYP1","P07311","ACYP1"
"ACYP2_P14621_MS",-0.0382894356913062,-0.0594321331650908,0.0209790259453147,-1.82512933589547,0.0685876660758732,0.480791915292764,0.476570711352055,492,-0.0795089703928559,0.00293009901024358,-34.6065129022441,0.177976200176369,"ACYP2","P14621","ACYP2"
"ADA2_Q9NZK5_MS",0.0538375574315622,0.103185747509641,0.0201730249344689,2.66878951503064,0.00786393502794564,0.268023927300115,0.262072902318815,492,0.0142016513847768,0.0934734634783476,-73.5483131674033,0.0333792580757888,"ADA2","Q9NZK5","ADA2"
"ADAM10_O14672_MS",0.0133557292687268,0.0320380766649972,0.0134306410727128,0.994422321050768,0.320507112727337,0.492930447133234,0.488799534278922,491,-0.0130328913267843,0.0397443498642379,-477.898009354751,0.524067869463342,"ADAM10","O14672","ADAM10"
"ADAM11_O75078_MS",-0.049065627771194,-0.0934465203519621,0.011929772377075,-4.11287208341725,4.57977219252524e-05,0.74723207430938,0.745177050523277,492,-0.0725052129912244,-0.0256260425511637,-595.705614859391,0.000435185864679394,"ADAM11","O75078","ADAM11"
"ADAM15_Q13444_MS",-0.0309925620376606,-0.0840246277952845,0.0153818244652416,-2.01488205171595,0.0444615899000195,0.150604722171442,0.143685005040456,491,-0.0612148818571288,-0.000770242218192475,-343.842960846098,0.12746495461422,"ADAM15","Q13444","ADAM15"
"ADAM17_P78536_MS",0.0232583602923567,0.0611561044027628,0.0140993558626301,1.6496044584563,0.0996621223557976,0.327013915608209,0.321542484027788,492,-0.00444401682296286,0.0509607374076762,-429.616209812366,0.234553646102482,"ADAM17","P78536","ADAM17"
"ADAM22_Q9P0K1_MS",-0.051704753540937,-0.0878970132912034,0.0113456048181267,-4.55724964598884,6.54592951591071e-06,0.817850200528097,0.816369307849463,492,-0.0739965678858869,-0.0294129391959872,-645.611102307255,8.62249983845179e-05,"ADAM22","Q9P0K1","ADAM22"
"ADAM23_O75077_MS",-0.0322423467372002,-0.0585460097677467,0.0118006517697047,-2.73225135072408,0.00651654473762894,0.775177690944198,0.773349867293338,492,-0.055428236129309,-0.00905645734509141,-606.522711895547,0.0289243126073706,"ADAM23","O75077","ADAM23"
"ADAM28_Q9UKQ2_MS",0.054200861425954,0.0760348640897597,0.0283814659476847,1.90972733846314,0.0567495754735514,0.223808435824222,0.217497935302468,492,-0.00156296781763916,0.109964690669547,265.793358727893,0.155008287123439,"ADAM28","Q9UKQ2","ADAM28"
"ADAM9_Q13443_MS",0.0214970275429452,0.0222242758792708,0.041410138592926,0.519124742717414,0.603907185692036,0.102575581812859,0.0952794483316625,492,-0.059865503261699,0.102859558347589,641.316041957762,0.760930325166321,"ADAM9","Q13443","ADAM9"
"ADAMDEC1_O15204_MS",0.0769249083049425,0.120905751687761,0.0281858760107731,2.72920054979099,0.00657621783178752,0.0390315627114435,0.0312188111887723,492,0.0215453736521858,0.132304442957699,258.919527809374,0.0291253061083981,"ADAMDEC1","O15204","ADAMDEC1"
"ADAMTS1_Q9UHI8_MS",-0.0278948977001463,-0.0527902671236353,0.0114054205880726,-2.44575791701342,0.0148041450154343,0.771878150488057,0.770023501305033,492,-0.0503042379117122,-0.00548555748858031,-640.384347797339,0.0547780429821555,"ADAMTS1","Q9UHI8","ADAMTS1"
"ADAMTS16_Q8TE57_MS",-0.0513138350146453,-0.0679115416552391,0.0318126378141929,-1.61300157862899,0.107385359219896,0.132032038068756,0.124975387971754,492,-0.113819221668348,0.0111915516390574,379.235896645358,0.247267311787337,"ADAMTS16","Q8TE57","ADAMTS16"
"ADAMTS2_O95450_MS",-0.060067975546498,-0.0989713630256529,0.0238710994073266,-2.5163472583111,0.0121748982178511,0.24253240921606,0.236374136120256,492,-0.106969848538566,-0.0131661025544304,93.7639384512034,0.0469371314151059,"ADAMTS2","O95450","ADAMTS2"
"ADAMTS3_O15072_MS",-0.0458957136995034,-0.0592196211000872,0.0317963566916663,-1.443426809699,0.149537971256983,0.177354376102367,0.170652578759006,491,-0.108369425007347,0.0165779976083401,377.242807225798,0.313967690688934,"ADAMTS3","O15072","ADAMTS3"
"ADAMTS4_O75173_MS",-0.00309735408140814,-0.00550266126157838,0.0167809579150505,-0.184575522868703,0.853638040849017,0.564805454066631,0.561267287026523,492,-0.0360685358182393,0.0298738276554231,-256.545230568208,0.927907301116224,"ADAMTS4","O75173","ADAMTS4"
"ADAMTS8_Q9UP79_MS",-0.0528131989728541,-0.105274038037921,0.015057928415356,-3.50733497437772,0.000494096603599965,0.558862302239748,0.555275816892103,492,-0.0823989769049718,-0.0232274210407363,-364.235318430572,0.00337855245164301,"ADAMTS8","Q9UP79","ADAMTS8"
"ADAMTSL1_Q8N6G6_MS",0.0863529997585658,0.0653136654995482,0.0625716982929239,1.38006482346558,0.168265895819486,0.0159394489259701,0.00701372964185198,441,-0.0366227772428182,0.20932877675995,896.961649870573,0.340570173138639,"ADAMTSL1","Q8N6G6","ADAMTSL1"
"ADAMTSL2_Q86TH1_MS",-0.00962056259186109,-0.0209332508758795,0.010671595643055,-0.901511162308898,0.367757696829433,0.735991906659544,0.733845499396614,492,-0.0305880854919437,0.0113469603082215,-706.488462631534,0.573011222773497,"ADAMTSL2","Q86TH1","ADAMTSL2"
"ADAMTSL3_P82987_MS",0.0455925354179015,0.0932240939860843,0.0205955126143393,2.21371209698167,0.0273064860039238,0.131639286379467,0.124579443179301,492,0.00512652669491032,0.0860585441408928,-52.9457694705523,0.0884679056349457,"ADAMTSL3","P82987","ADAMTSL3"
"ADAMTSL4_Q6UY14_MS",0.0303202889336353,0.0347433099770917,0.0411751963463524,0.7363726617984,0.461889339995928,0.00714091544255297,-0.0017238978124241,448,-0.0506002260677548,0.111240803935025,535.720986606291,0.654666683579662,"ADAMTSL4","Q6UY14","ADAMTSL4"
"ADARB1_P78563_MS",-0.00802871330542562,-0.00704183835333206,0.0502786427997867,-0.159684368120209,0.873196194349666,0.0602355664506422,0.0524849319471424,485,-0.10681957377764,0.0907621471667886,816.236891490535,0.936182082465983,"ADARB1","P78563","ADARB1"
"ADCYAP1_P18509_MS",-0.0810148767951454,-0.0615064814595168,0.0574604121356443,-1.40992509075461,0.15923756480468,0.129200636312711,0.121628467932821,460,-0.1939323128287,0.0319025592384088,873.6697499453,0.327870631907093,"ADCYAP1","P18509","ADCYAP1"
"ADCYAP1R1_P41586_MS",-0.002653274476076,-0.00357126673903149,0.0285683768709577,-0.0928745265459339,0.926041436879115,0.283682644154799,0.277799134045188,487,-0.0587857669506434,0.0534792179984914,264.552216745024,0.965143083544453,"ADCYAP1R1","P41586","ADCYAP1R1"
"ADGRB1_O14514_MS",-0.0716483381928778,-0.11038332659128,0.0164118952369503,-4.36563463015327,1.54599277106781e-05,0.686961116757113,0.684416085186032,492,-0.103894386555707,-0.0394022898300483,-278.650195082504,0.00017192798728798,"ADGRB1","O14514","ADGRB1"
"ADGRB2_O60241_MS",-0.12125245530156,-0.150678952339838,0.0196716965300545,-6.16380265506386,1.48037064603877e-09,0.707386853885315,0.705007885217716,492,-0.159903352625038,-0.0826015579780826,-98.5627549411777,6.24222955746349e-08,"ADGRB2","O60241","ADGRB2"
"ADGRB3_O60242_MS",-0.0170233731075316,-0.0253019193316633,0.0203177115237009,-0.837858785802408,0.402516850393808,0.553469243063674,0.549838911706468,492,-0.0569435589822386,0.0228968127671754,-66.4445114386916,0.604821161987429,"ADGRB3","O60242","ADGRB3"
"ADGRF5_Q8IZF2_MS",-0.00107124318722501,-0.00124724466647271,0.0369082769640347,-0.0290244702636453,0.976857473564013,0.139363974082101,0.131992359299079,467,-0.0735981023922316,0.0714556160177815,476.490357658699,0.989427635753201,"ADGRF5","Q8IZF2","ADGRF5"
"ADGRG1_Q9Y653_MS",0.0239374097547851,0.0393780296253648,0.0214919874385603,1.11378297717768,0.265916121377842,0.387941530774449,0.382965445658794,492,-0.0182899903322459,0.0661648098418161,-10.5944407089788,0.468419695099001,"ADGRG1","Q9Y653","ADGRG1"
"ADGRG6_Q86SQ4_MS",-0.00119255650490302,-0.00124962549628382,0.0447959467411247,-0.0266219734520802,0.978773101450627,0.0191545126386865,0.0103969636443891,448,-0.0892288356710076,0.0868437226612015,612.211491179621,0.990023366984543,"ADGRG6","Q86SQ4","ADGRG6"
