"apt_name","Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.10000.28","CRBB2__seq.10000.28__ANML",0.00852064028759762,0.00603865037848608,0.0630015053611463,0.135245026904586,0.892463205930756,0.0124988523806638,0.00432417400633156,604,-0.115207974150985,0.13224925472618,0.971210764288094,"P43320","CRYBB2","CRYBB2","CRYBB2__seq.10000.28","CRYBB2"
"seq.10001.7","c.Raf__seq.10001.7__ANML",0.0220065948318841,0.0124749734171224,0.0419747941015143,0.524281185957984,0.600273430419638,0.715871598035653,0.713542676708076,610,-0.0604260474137539,0.104439237077522,0.872763063498354,"P04049","RAF1","RAF1","RAF1__seq.10001.7","RAF1"
"seq.10003.15","ZNF41__seq.10003.15__ANML",0.0327033219550081,0.0331543395748453,0.0421747117749205,0.77542490698076,0.438391605207822,0.0906841519562046,0.0831691449475782,605,-0.0501232915496647,0.115529935459681,0.789575725287063,"P51814","ZNF41","ZNF41","ZNF41__seq.10003.15","ZNF41"
"seq.10006.25","ELK1__seq.10006.25__ANML",0.0447658478497058,0.0442449763335994,0.0437168407966911,1.02399549084284,0.30624734001242,0.0733489821748506,0.0656780300405364,604,-0.0410896266885659,0.130621322387977,0.710287128936798,"P19419","ELK1","ELK1","ELK1__seq.10006.25","ELK1"
"seq.10008.43","GUC1A__seq.10008.43__ANML",-0.0113679222299387,-0.0151227452126534,0.0320822001430036,-0.354337363998327,0.723209739117034,0.0946637884961566,0.0871692834340386,604,-0.0743741337336269,0.0516382892737496,0.922352540447426,"P43080","GUCA1A","GUCA1A","GUCA1A__seq.10008.43","GUCA1A"
"seq.10010.10","BECN1__seq.10010.10__ANML",-0.0170797032011832,-0.0233246331376188,0.0314918935498827,-0.542352373131494,0.587776155336584,0.0859267988640572,0.0783474190868105,603,-0.0789268179106187,0.0447674115082523,0.866966853943513,"Q14457","BECN1","BECN1","BECN1__seq.10010.10","BECN1_1"
"seq.10011.65","OCRL__seq.10011.65__ANML",0.0209917439480373,0.0242829297362018,0.032668229288061,0.642573668836989,0.52074420144122,0.289766204121349,0.283896503328963,605,-0.0431651568878157,0.0851486447838903,0.830803871021424,"Q01968","OCRL","OCRL","OCRL__seq.10011.65","OCRL"
"seq.10012.5","SPDEF__seq.10012.5__ANML",0.033734692802965,0.0470798178150035,0.0316349597600147,1.0663738174121,0.286676564507542,0.0218295524272986,0.013811761873424,610,-0.0283919566820974,0.0958613422880274,0.695682469166371,"O95238","SPDEF","SPDEF","SPDEF__seq.10012.5","SPDEF"
"seq.10014.31","SLUG__seq.10014.31__ANML",0.0219144992416933,0.0311548921281816,0.0302851700600084,0.723604959069768,0.469587974813706,0.0753083794140413,0.0676662999050663,605,-0.037562328694218,0.0813913271776047,0.806637207384543,"O43623","SNAI2","SNAI2","SNAI2__seq.10014.31","SNAI2"
"seq.10015.119","KCAB2__seq.10015.119__ANML",0.031886193467955,0.030266458422746,0.0342638235159315,0.930608151572139,0.352426253021181,0.470162537190692,0.465798142933613,607,-0.0354038389922335,0.0991762259281435,0.743750073365962,"Q13303","KCNAB2","KCNAB2","KCNAB2__seq.10015.119","KCNAB2"
