apt_name,Protein_id,coef,standardized_beta,se,t,p,R_squared,R_squared_adj,resid,CI95_lower,CI95_upper,p_adjusted,UniProt,EntrezGeneSymbol,symbol,ref_name,label
seq.10000.28,CRBB2__seq.10000.28__ANML,-0.0222888411847499,-0.0196942214957832,0.0533169975288628,-0.418043817502738,0.676102814954339,0.0141433660693829,0.0058935197603402,478,-0.127053503475818,0.0824758211063185,0.905063315750306,P43320,CRYBB2,CRYBB2,CRYBB2__seq.10000.28,CRYBB2
seq.10001.7,c.Raf__seq.10001.7__ANML,-0.0140837086404136,-0.0101368564517817,0.0357973518676402,-0.393428784690212,0.694176777878394,0.70307866012381,0.700614582614464,482,-0.0844218494674542,0.056254432186627,0.908892492243728,P04049,RAF1,RAF1,RAF1__seq.10001.7,RAF1
seq.10003.15,ZNF41__seq.10003.15__ANML,-0.0273760343948149,-0.0352142337253492,0.0354357065490762,-0.772555059877268,0.440167566217768,0.0795781352397308,0.0718758602208166,478,-0.0970050458118526,0.0422529770222229,0.792932917877457,P51814,ZNF41,ZNF41,ZNF41__seq.10003.15,ZNF41
seq.10006.25,ELK1__seq.10006.25__ANML,-0.0291675353123811,-0.0383164387787256,0.0349858339322308,-0.833695585729926,0.404868951414937,0.0658559921878312,0.058038887519947,478,-0.0979125743573383,0.0395775037325761,0.774636687061244,P19419,ELK1,ELK1,ELK1__seq.10006.25,ELK1
seq.10008.43,GUC1A__seq.10008.43__ANML,-0.0261170714630133,-0.042874901230512,0.0279696485811815,-0.933764733840286,0.350896703664447,0.0625941230863564,0.0547497224427277,478,-0.0810757323744999,0.0288415894484733,0.74599317112321,P43080,GUCA1A,GUCA1A,GUCA1A__seq.10008.43,GUCA1A
seq.10010.10,BECN1__seq.10010.10__ANML,0.0393490437945221,0.0673253293443585,0.0264871080394607,1.4855923015793,0.138047578588271,0.0918931770890965,0.0842780255342882,477,-0.0126967919450946,0.0913948795341387,0.547158112086809,Q14457,BECN1,BECN1,BECN1__seq.10010.10,BECN1_1
seq.10011.65,OCRL__seq.10011.65__ANML,-0.0378763337605705,-0.0571897383387316,0.0267318998048384,-1.41689644346621,0.15716461279182,0.277066010911228,0.27101635409877,478,-0.0904028934929806,0.0146502259718395,0.564712620238855,Q01968,OCRL,OCRL,OCRL__seq.10011.65,OCRL
seq.10012.5,SPDEF__seq.10012.5__ANML,-0.0208534290053632,-0.0379940451856317,0.0257013378378064,-0.811375234120615,0.417550695579614,0.0192582665472795,0.011119330999954,482,-0.0713539332595104,0.0296470752487841,0.780279205514969,O95238,SPDEF,SPDEF,SPDEF__seq.10012.5,SPDEF
seq.10014.31,SLUG__seq.10014.31__ANML,-0.0276962642204004,-0.0498386092138926,0.0255429140585037,-1.08430323012342,0.278778111211166,0.0631690596645302,0.0553130350076291,477,-0.0778868062538862,0.0224942778130852,0.688907238864772,O43623,SNAI2,SNAI2,SNAI2__seq.10014.31,SNAI2
seq.10015.119,KCAB2__seq.10015.119__ANML,0.0127857738689622,0.0159741322893801,0.0266876572928426,0.479089405587924,0.63209366152967,0.503776243068337,0.499632412112749,479,-0.0396535741248114,0.0652251218627358,0.88792948789889,Q13303,KCNAB2,KCNAB2,KCNAB2__seq.10015.119,KCNAB2
