"apt_name","UniProt","symbol","label","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","acme.x","acme_p.x","p_adjusted.x","ade.x","ade_p.x","ade_p_adjusted.x","prop_m.x","prop_m_p.x","prop_m_p_adjusted.x","acme.y","acme_p.y","p_adjusted.y","ade.y","ade_p.y","ade_p_adjusted.y","prop_m.y","prop_m_p.y","prop_m_p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y"
"seq.10000.28","P43320","CRYBB2","CRYBB2",-0.0409936455597505,0.369262250041439,0.719780406051534,-0.0417523241026832,0.361201995865001,0.710555368137894,-0.0196942214957832,0.676102814954339,0.905063315750306,-0.021279949654755,0.651964084178587,0.892892921974592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0422929211235849,0.396593427321024,0.777707434194794,NA,NA,NA,0.0290839859481297,0.684577453763267,0.954809293911721,-0.149494522836491,0.0353064797312953,0.427255323658615,-0.074501674204634,0.543386581667602,0.850565426959162,NA,NA,NA
"seq.10001.7","P04049","RAF1","RAF1",-0.031989931215843,0.200399093022887,0.57069203653145,-0.0323109177602736,0.196503766876461,0.562045520885364,-0.0101368564517817,0.694176777878394,0.908892492243728,-0.0111277539909357,0.665936934277933,0.89822613585704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0349874137548887,0.186464416809057,0.619140053078386,NA,NA,NA,-0.0249675212395424,0.516196696059547,0.920110822313139,-0.0495326881326684,0.170514168854603,0.66729240018324,0.0273834419079626,0.715942754547552,0.913972526193276,NA,NA,NA
"seq.10003.15","P51814","ZNF41","ZNF41",0.0268335154930551,0.543872016963787,0.827736756057689,0.0258563525890217,0.558979427443689,0.835144612167202,-0.0352142337253492,0.440167566217768,0.792932917877457,-0.0344327029140102,0.45088221511948,0.80025956744385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0192613456559299,0.691266796044148,0.912096359154173,NA,NA,NA,0.0390724736309317,0.569335623018201,0.929876891215509,-0.0024133260983818,0.971831979087786,0.991650258788466,0.0702260744171533,0.55432349058916,0.855379502000007,NA,NA,NA
"seq.10006.25","P19419","ELK1","ELK1",0.0119336623632917,0.789058994149012,0.929377777176449,0.0102718547863263,0.818118891940031,0.941110667819272,-0.0383164387787256,0.404868951414937,0.774636687061244,-0.037836335104765,0.41172138573795,0.777074244141921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0314056867341213,0.519291233692383,0.838264322463964,NA,NA,NA,0.0896330540135855,0.19297302617753,0.845348716239017,-0.0101379004847432,0.881080199595268,0.975778238682203,-0.0878211853244611,0.449990830573921,0.809380121264842,NA,NA,NA
"seq.10008.43","P43080","GUCA1A","GUCA1A",0.10269946169268,0.0210578122157237,0.224278014607525,0.101669635938383,0.0224550510600545,0.226305936697785,-0.042874901230512,0.350896703664447,0.74599317112321,-0.0401050716004819,0.380926288621584,0.762166441254665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0746455893031546,0.119756768241329,0.532053018115019,NA,NA,NA,0.0056145373986026,0.935742758231873,0.995247086596486,0.137113816153707,0.043976712045402,0.451072424373831,0.286903670525795,0.0181880509971227,0.277109456453972,NA,NA,NA
"seq.10010.10","Q14457","BECN1","BECN1_1",0.10420377314054,0.0176896775458714,0.211956087042226,0.10815620683321,0.0138202169463676,0.183723139515123,0.0673253293443585,0.138047578588271,0.547158112086809,0.0735124911942263,0.104130000128417,0.496652515886052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12631239624195,0.0078279278503329,0.188206120097938,NA,NA,NA,0.144003017033993,0.031502803478832,0.691780660449003,0.108397782831248,0.114395767333333,0.616358407720677,0.315983574247979,0.0076697310234196,0.233534795756299,NA,NA,NA
"seq.10011.65","Q01968","OCRL","OCRL",0.0722023494983981,0.0653956899633221,0.354119678678456,0.0708821628134479,0.0702807912238604,0.358863472363948,-0.0571897383387316,0.15716461279182,0.564712620238855,-0.0553944673703553,0.169687731764236,0.5725856294491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066065152674658,0.120618497442268,0.532053018115019,NA,NA,NA,0.0356474556115399,0.545839357628714,0.922852226401245,0.0970592238746236,0.121060687546157,0.629947934838395,0.0914012018442107,0.409806623252482,0.784610052666053,NA,NA,NA
"seq.10012.5","O95238","SPDEF","SPDEF",-0.0210902548380649,0.64272656363999,0.880825092485078,-0.0222058590364499,0.625518811705646,0.869907407147261,-0.0379940451856317,0.417550695579614,0.780279205514969,-0.038675045064288,0.409837023410918,0.776101563698606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0270278812630346,0.584826711106681,0.870222302385676,NA,NA,NA,0.0144483710549632,0.837738659437448,0.980587299552777,-0.0735736465123722,0.2982353250759,0.777679117211249,-0.0151128589838957,0.901761088758874,0.977346333341754,NA,NA,NA
"seq.10014.31","O43623","SNAI2","SNAI2",0.0442803960591229,0.321799085192947,0.681286351534618,0.0429417840631268,0.336766311069978,0.691579393184327,-0.0498386092138926,0.278778111211166,0.688907238864772,-0.0485841156725163,0.29127525102134,0.695262189937896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0434987752321412,0.367449133901886,0.7637280857276,NA,NA,NA,0.0277458715201587,0.693179066287873,0.955916998272929,0.0459251913498404,0.503630396585428,0.881370118724303,0.133555936167438,0.273685072208837,0.683743398848209,NA,NA,NA
"seq.10015.119","Q13303","KCNAB2","KCNAB2",0.0019036118724644,0.953196329458032,0.988744715447321,0.0023034050764331,0.943445890840866,0.985437956217858,0.0159741322893801,0.63209366152967,0.88792948789889,0.0160349208184181,0.631265967681692,0.886304495069092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0189398487767373,0.59893602891142,0.878006689458057,NA,NA,NA,-0.0412755321235278,0.409053898751478,0.894137779896061,0.0058291712063063,0.911466440147719,0.983842615952285,0.0769147788017518,0.401146680206706,0.777635328713639,NA,NA,NA
