apt_name,Protein_id,coef,standardized_beta,se,t,p,R_squared,R_squared_adj,resid,CI95_lower,CI95_upper,p_adjusted,UniProt,EntrezGeneSymbol,symbol,ref_name,label
seq.10000.28,CRBB2__seq.10000.28__ANML,0.0045240884253013,0.0042333464334287,0.0562761628761939,0.0803908474579948,0.935970345040813,0.014208657781097,-0.0100321129292038,366,-0.106141113139808,0.115189289990411,0.994601193433738,P43320,CRYBB2,CRYBB2,CRYBB2__seq.10000.28,CRYBB2
seq.10001.7,c.Raf__seq.10001.7__ANML,-0.0484619882648789,-0.0375164333670361,0.0377838554515998,-1.28261099047866,0.200431324369315,0.692372299750754,0.684889463798745,370,-0.122760017901822,0.0258360413720639,0.849872028905277,P04049,RAF1,RAF1,RAF1__seq.10001.7,RAF1
seq.10003.15,ZNF41__seq.10003.15__ANML,-0.0048471908207085,-0.0078933567488998,0.0303741316998148,-0.159582860462085,0.873297710200526,0.130199540577659,0.108811004690225,366,-0.0645769100327323,0.0548825283913152,0.991872993975998,P51814,ZNF41,ZNF41,ZNF41__seq.10003.15,ZNF41
seq.10006.25,ELK1__seq.10006.25__ANML,0.0186851846652826,0.0269675466398032,0.0356214801019014,0.524548239203717,0.600214825248511,0.0718470724036776,0.0490236397578665,366,-0.0513632705607225,0.0887336398912877,0.956509821001699,P19419,ELK1,ELK1,ELK1__seq.10006.25,ELK1
seq.10008.43,GUC1A__seq.10008.43__ANML,0.0185139164367563,0.0320633501296989,0.0290041343046123,0.638319911303547,0.523663558955375,0.0994579066506842,0.0773737681216818,367,-0.0385212329052442,0.0755490657787568,0.946545382787574,P43080,GUCA1A,GUCA1A,GUCA1A__seq.10008.43,GUCA1A
seq.10010.10,BECN1__seq.10010.10__ANML,0.055714315688234,0.1175060644794,0.0237058355202542,2.35023632221829,0.019293258643729,0.11529824931558,0.0934836856000733,365,0.0090971552934124,0.102331476083056,0.484659962826089,Q14457,BECN1,BECN1,BECN1__seq.10010.10,BECN1_1
seq.10011.65,OCRL__seq.10011.65__ANML,0.0458217748703854,0.0638229022381633,0.0327498087189015,1.3991463358972,0.162611395563917,0.255288740821512,0.237075693722039,368,-0.0185784729847888,0.110222022725559,0.814888166095452,Q01968,OCRL,OCRL,OCRL__seq.10011.65,OCRL
seq.10012.5,SPDEF__seq.10012.5__ANML,-0.0181259056084441,-0.0359842996536196,0.0258938786070206,-0.700007360176997,0.484362596866418,0.0498478368587505,0.0267360274850444,370,-0.069043530005569,0.0327917187886808,0.940007984347707,O95238,SPDEF,SPDEF,SPDEF__seq.10012.5,SPDEF
seq.10014.31,SLUG__seq.10014.31__ANML,0.0499917331129111,0.108041921774646,0.0233255770074936,2.14321528238511,0.0327509850579114,0.0910866627486785,0.068857803957206,368,0.0041235891630943,0.0958598770627277,0.553208629765962,O43623,SNAI2,SNAI2,SNAI2__seq.10014.31,SNAI2
seq.10015.119,KCAB2__seq.10015.119__ANML,-0.0003168097063578,-0.0004148177760129,0.0300133008533462,-0.0105556435763565,0.991583675826249,0.446017015689912,0.432505235584788,369,-0.0593353752047425,0.0587017557920267,0.998541581200059,Q13303,KCNAB2,KCNAB2,KCNAB2__seq.10015.119,KCNAB2
