"Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","p_adjusted","symbol","uniprot","label"
"A1BG__Inflammation_II_o2csf__NPX",-0.169966198387484,-0.104719102109437,0.155380046481674,-1.09387403489759,0.277558201529964,0.373103652161356,0.339217363088997,74,-0.479567699285454,0.139635302510486,0.975836629911795,"A1BG","P04217","A1BG"
"ABCA2__Cardiometabolic_II_o2csf__NPX",0.0677869683844652,0.0329982814839053,0.136217444806729,0.497637938229162,0.620214830382387,0.699230198587629,0.682972371484258,74,-0.20363221519535,0.33920615196428,0.975836629911795,"ABCA2",NA,"ABCA2"
"ABHD14B__Neurology_o2csf__NPX",-0.0114208220708436,-0.00822172553735055,0.140423038097321,-0.0813315409322529,0.935397866826951,0.300984999137128,0.263200404495891,74,-0.291219833205205,0.268378189063518,0.991267200116867,"ABHD14B","Q96IU4","ABHD14B"
"ABL1__Oncology_o2csf__NPX",-0.287679856223952,-0.174489356628985,0.100913778406762,-2.85074903314367,0.0056669236946952,0.747526511889656,0.733692348157583,73,-0.488800726551315,-0.0865589858965888,0.90807591733113,"ABL1","P00519","ABL1"
"ACAN__Cardiometabolic_o2csf__NPX",0.0550154786495438,0.0249182716522804,0.169102589764711,0.325337883506646,0.745843449845363,0.598722226053205,0.577031535569595,74,-0.281928786604381,0.391959743903469,0.975836629911795,"ACAN","P16112","ACAN"
"ACE__Inflammation_II_o2csf__NPX",0.183475486683944,0.103951066297197,0.112525984986464,1.6305166020632,0.107241726162422,0.721973626946675,0.706945174349198,74,-0.0407374327396615,0.40768840610755,0.975836629911795,"ACE","P12821","ACE"
"ACHE__Inflammation_II_o2csf__NPX",-0.0674937359894788,-0.0398626948552853,0.176370834819308,-0.382680821682486,0.703068417271736,0.268599503015438,0.22852276345464,73,-0.419000302875154,0.284012830896197,0.975836629911795,"ACHE","P22303","ACHE"
"ACP5__Cardiometabolic_o2csf__NPX",0.0731303025923409,0.0505799670031669,0.0888519244989882,0.823058172399786,0.413155569498918,0.746927356546629,0.7330603623848,73,-0.103951327563925,0.250211932748607,0.975836629911795,"ACP5","P13686","ACP5"
"ACP6__Oncology_o2csf__NPX",0.0249947579490295,0.010307584594116,0.228970556495656,0.109161449976664,0.913369911952916,0.39010682762164,0.357139629114701,74,-0.431239034984349,0.481228550882408,0.991267200116867,"ACP6","Q9NPH0","ACP6"
"ACTA2__Cardiometabolic_o2csf__NPX",-0.00562092321054098,-0.00265932881582168,0.192551026197425,-0.0291918631728183,0.97679015723598,0.432326008598703,0.401640927982417,74,-0.389287217950633,0.378045371529551,0.995602459582902,"ACTA2",NA,"ACTA2"
"ACVRL1__Neurology_o2csf__NPX",0.147796384728309,0.0853605312309432,0.12432880730711,1.18875414257961,0.238337271984021,0.647297385375473,0.628232379179553,74,-0.0999341715350766,0.395526940991695,0.975836629911795,"ACVRL1","P37023","ACVRL1"
"ACY1__Cardiometabolic_o2csf__NPX",-0.0433802453421878,-0.0365374765131438,0.106084502620775,-0.408921607496818,0.683778262317982,0.453895786761174,0.424376640099616,74,-0.254758230978718,0.167997740294343,0.975836629911795,"ACY1","Q03154","ACY1"
"ACY3__Cardiometabolic_II_o2csf__NPX",0.09749356675188,0.0478231654380595,0.185617677558557,0.525238587370665,0.601009051173844,0.439807927875899,0.409112471869099,73,-0.272441931136674,0.467429064640434,0.975836629911795,"ACY3","Q96HD9","ACY3"
"ACYP1__Inflammation_II_o2csf__NPX",0.166719607425217,0.0822534579860606,0.149870828819099,1.11242200192577,0.269606723315997,0.631477060558787,0.611284022781186,73,-0.131972523665978,0.465411738516412,0.975836629911795,"ACYP1","P07311","ACYP1"
"ADA__Inflammation_o2csf__NPX",0.165683086265551,0.0891767826519529,0.143507909493106,1.15452233156187,0.252000874046426,0.591889779304918,0.569829767375455,74,-0.120262665301953,0.451628837833054,0.975836629911795,"ADA","P00813","ADA"
"ADA2__Cardiometabolic_o2csf__NPX",-0.132564083019637,-0.097858535996064,0.116977123968325,-1.13324792508604,0.260768428869269,0.489934310526656,0.462363192176746,74,-0.365646090467697,0.100517924428422,0.975836629911795,"ADA2","Q9NZK5","ADA2"
"ADAM12__Inflammation_II_o2csf__NPX",0.193391620355701,0.142558754454609,0.139440233392114,1.38691406096455,0.169688435875129,0.286054033952914,0.246933707046224,73,-0.0845123640281921,0.471295604739594,0.975836629911795,"ADAM12","O43184","ADAM12"
"ADAM15__Cardiometabolic_o2csf__NPX",-0.0400534325498738,-0.0227401466741688,0.135463442880306,-0.295677060159061,0.768304820779762,0.59539633940612,0.57352587126591,74,-0.309970234495842,0.229863369396094,0.975836629911795,"ADAM15","Q13444","ADAM15"
"ADAM22__Neurology_o2csf__NPX",-0.0727421719891672,-0.0874961618038069,0.0758062005801908,-0.959580765589454,0.340391117408495,0.431286570502625,0.400545304043307,74,-0.223789323849607,0.078304979871273,0.975836629911795,"ADAM22","Q9P0K1","ADAM22"
"ADAM23__Inflammation_o2csf__NPX",0.0990780719182034,0.0949021118614668,0.0635046416367876,1.56017055390812,0.122986344350755,0.74690349532971,0.733222603185371,74,-0.0274576886889739,0.225613832525381,0.975836629911795,"ADAM23","O75077","ADAM23"
"ADAM8__Neurology_o2csf__NPX",-0.171202853871582,-0.0858296281555513,0.170656114730798,-1.00320374773354,0.319031768466485,0.499303313082431,0.472238627303102,74,-0.511242585191284,0.16883687744812,0.975836629911795,"ADAM8","P78325","ADAM8"
"ADAM9__Oncology_II_o2csf__NPX",-0.126730988808826,-0.0741763392812349,0.121519115540901,-1.04288932852026,0.30039465386311,0.653954749178958,0.635249600485929,74,-0.368863112019988,0.115401134402337,0.975836629911795,"ADAM9","Q13443","ADAM9"
"ADAMTS1__Inflammation_II_o2csf__NPX",0.082203998676979,0.0449600658329568,0.139924694456225,0.587487426693623,0.558664813795739,0.599377559938074,0.5777222929077,74,-0.196602041076951,0.361010038430909,0.975836629911795,"ADAMTS1","Q9UHI8","ADAMTS1"
"ADAMTS13__Cardiometabolic_o2csf__NPX",-0.187004552888231,-0.113604302052872,0.142732299345624,-1.31017683975932,0.19424372105918,0.496175942893654,0.468569145243991,73,-0.47146961525571,0.0974605094792479,0.975836629911795,"ADAMTS13","Q76LX8","ADAMTS13"
"ADAMTS15__Oncology_o2csf__NPX",0.0056394962523034,0.00279507046427062,0.14022787351768,0.0402166567233322,0.968030186519481,0.674486156794017,0.656649781823827,73,-0.27383425263808,0.285113245142687,0.995602459582902,"ADAMTS15","Q8TE58","ADAMTS15"
"ADAMTS16__Cardiometabolic_o2csf__NPX",0.13176515688763,0.126268223810451,0.114089345219632,1.15492955660295,0.25188583380738,0.175797564952812,0.130635787689953,73,-0.0956145802297508,0.359144894005011,0.975836629911795,"ADAMTS16",NA,"ADAMTS16"
"ADAMTS4__Inflammation_II_o2csf__NPX",0.342904457366261,0.167831850596034,0.186106664770092,1.8425157303736,0.0694053963442547,0.432448983858927,0.401770550554004,74,-0.0279211669312035,0.713730081663725,0.964602478417761,"ADAMTS4","O75173","ADAMTS4"
"ADAMTS8__Oncology_o2csf__NPX",-0.0217247706826236,-0.0100006649579601,0.0924903929690171,-0.234886781050882,0.814945353533249,0.876000723671211,0.869298060085871,74,-0.206015901559767,0.16256636019452,0.978919677689766,"ADAMTS8",NA,"ADAMTS8"
"ADAMTSL2__Cardiometabolic_II_o2csf__NPX",0.12435269097699,0.0782631376943427,0.0993993421913886,1.2510413875532,0.214860241255347,0.732299178748929,0.717828864086709,74,-0.0737048217317248,0.322410203685705,0.975836629911795,"ADAMTSL2","Q86TH1","ADAMTSL2"
