"Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","p_adjusted","symbol","uniprot","label"
"A1BG__Inflammation_II_o2csf__NPX",-0.160713522274074,-0.101938832196245,0.0847308983402299,-1.89675225239253,0.0593237840005785,0.441440353549067,0.430099040930774,197,-0.327809550404059,0.00638250585591124,0.571596286891463,"A1BG","P04217","A1BG"
"ABCA2__Cardiometabolic_II_o2csf__NPX",-0.00878807396734847,-0.00472479593145843,0.0721659295856588,-0.121775940777113,0.903200596094764,0.708891698762027,0.702980870310495,197,-0.151104990656362,0.133528842721665,0.98176685258725,"ABCA2",NA,"ABCA2"
"ABHD14B__Neurology_o2csf__NPX",0.145062318648477,0.0965996591556742,0.0973930518475505,1.48945243933359,0.137967468336275,0.186590250673539,0.170074316677063,197,-0.0470044769357798,0.337129114232734,0.66892639354699,"ABHD14B","Q96IU4","ABHD14B"
"ABL1__Oncology_o2csf__NPX",0.00177855765981353,0.00166338957539215,0.0613643226961589,0.0289835784323725,0.97690702831089,0.363064569654106,0.350131870560788,197,-0.1192367365513,0.122793851870927,0.993134666582853,"ABL1","P00519","ABL1"
"ACAN__Cardiometabolic_o2csf__NPX",-0.0258342087524863,-0.0167917214968223,0.0779911934821182,-0.331245203452484,0.740811365214116,0.503061420757101,0.492971297320697,197,-0.179639006237934,0.127970588732961,0.94222254780244,"ACAN","P16112","ACAN"
"ACE__Inflammation_II_o2csf__NPX",-0.0190110671730953,-0.0153716956872,0.061275470431211,-0.310255752249792,0.756694455387975,0.525304256691165,0.515665764441239,197,-0.139851137695401,0.101829003349211,0.946169756597406,"ACE","P12821","ACE"
"ACHE__Inflammation_II_o2csf__NPX",0.0704790710095434,0.0724973560022416,0.0478538288092382,1.47279899567697,0.142409277201787,0.532619315068163,0.523080933743023,196,-0.0238954373995137,0.164853579418601,0.67276781701602,"ACHE","P22303","ACHE"
"ACP5__Cardiometabolic_o2csf__NPX",0.167402373479344,0.138063536001205,0.0483073640470213,3.4653593045648,0.000650483210654115,0.695422328637466,0.689206457793333,196,0.072133429532379,0.26267131742631,0.282777900966454,"ACP5","P13686","ACP5"
"ACP6__Oncology_o2csf__NPX",-0.0860411482355292,-0.0359281020753819,0.142826769734185,-0.60241611846057,0.54758996100047,0.312160914579658,0.29819463873356,197,-0.367706826290625,0.195624529819566,0.88369671491572,"ACP6","Q9NPH0","ACP6"
"ACTA2__Cardiometabolic_o2csf__NPX",0.0847972864076781,0.0557195316368688,0.0767660330872823,1.10461988196348,0.270671659654595,0.507959707201138,0.497969041357506,197,-0.0665913979500981,0.236185970765454,0.776297481607303,"ACTA2",NA,"ACTA2"
"ACVRL1__Neurology_o2csf__NPX",0.0791411737990889,0.0606624062560684,0.0635267709994341,1.24579248329486,0.214320163183956,0.541478906456725,0.532168833491379,197,-0.0461386393725431,0.204420986970721,0.737666489877348,"ACVRL1","P37023","ACVRL1"
"ACY1__Cardiometabolic_o2csf__NPX",-0.072009581476428,-0.0497024333443468,0.0821697899054264,-0.876351047742822,0.38190656614672,0.377971121170793,0.365341093174261,197,-0.234054901358904,0.0900357384060477,0.832652090141203,"ACY1","Q03154","ACY1"
"ACY3__Cardiometabolic_II_o2csf__NPX",-0.158110715399009,-0.0778528152917757,0.115651853088968,-1.36712651960171,0.173143591124674,0.372891490750225,0.360158323049722,197,-0.386185310093394,0.0699638792953764,0.707304560600147,"ACY3","Q96HD9","ACY3"
"ACYP1__Inflammation_II_o2csf__NPX",-0.111601690716618,-0.0641704214056357,0.0722784075537939,-1.54405298198576,0.124180347172862,0.665992013709819,0.659210125663317,197,-0.254140422848352,0.030937041415117,0.658953395769592,"ACYP1","P07311","ACYP1"
"ADA__Inflammation_o2csf__NPX",-0.0105449343980447,-0.00698825347519593,0.0793356266275033,-0.132915498954275,0.894395877436998,0.465438703153966,0.454584666669782,197,-0.167001060301823,0.145911191505734,0.98176685258725,"ADA","P00813","ADA"
"ADA2__Cardiometabolic_o2csf__NPX",-0.0288903072991895,-0.0221887126070563,0.0670950360711144,-0.430587849577553,0.667238793779671,0.48648618201754,0.476059505510282,197,-0.161207021205647,0.103426406607268,0.924503504905235,"ADA2","Q9NZK5","ADA2"
"ADAM12__Inflammation_II_o2csf__NPX",-0.0633387343048911,-0.050275066249315,0.0750343726035549,-0.844129591641182,0.399626099943968,0.315772639883098,0.301808816207243,196,-0.211317113557911,0.0846396449481283,0.84888169369147,"ADAM12","O43184","ADAM12"
