"Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","p_adjusted","symbol","uniprot","label"
"A1BG__Inflammation_II_o2csf__NPX",-0.141877269220939,-0.091091302695501,0.0798305390631083,-1.77723050459149,0.0770350688881588,0.485477792662454,0.475289234101315,202,-0.29928532075159,0.0155307823097121,0.858528672321461,"A1BG","P04217","A1BG"
"ABCA2__Cardiometabolic_II_o2csf__NPX",-0.00686087342678902,-0.00419871727824601,0.0713250281215209,-0.0961916680228954,0.923463712144109,0.626839067958311,0.619449742571347,202,-0.147497950837755,0.133776203984177,0.996472933158435,"ABCA2",NA,"ABCA2"
"ABHD14B__Neurology_o2csf__NPX",0.00609661344606548,0.00365499841278678,0.108277229133905,0.0563055916265263,0.955154295015822,0.179902262813507,0.163581909834671,201,-0.207408379813136,0.219601606705267,0.996472933158435,"ABHD14B","Q96IU4","ABHD14B"
"ABL1__Oncology_o2csf__NPX",-0.00139743867964862,-0.00112686512558556,0.056620889789009,-0.0246806202596959,0.980334198176526,0.594280372990604,0.586206350562557,201,-0.113044576211975,0.110249698852678,0.996472933158435,"ABL1","P00519","ABL1"
"ACAN__Cardiometabolic_o2csf__NPX",0.115488224664897,0.0655712211642667,0.0833103774492238,1.38624056451173,0.167209273033783,0.563940042860288,0.555262232767955,201,-0.0487862189830919,0.279762668312886,0.919654573904757,"ACAN","P16112","ACAN"
"ACE__Inflammation_II_o2csf__NPX",0.128223673695448,0.0883902825723484,0.0634063806427052,2.02225189950501,0.044468993513304,0.625823630766004,0.618414197711865,202,0.00320040630038523,0.253246941090511,0.858528672321461,"ACE","P12821","ACE"
"ACHE__Inflammation_II_o2csf__NPX",-0.0148338005739605,-0.0144926448920176,0.0580920620226547,-0.255349871522475,0.798712693445831,0.369098106801315,0.356605000005301,202,-0.129378414699077,0.0997108135511564,0.974583425276819,"ACHE","P22303","ACHE"
"ACP5__Cardiometabolic_o2csf__NPX",-0.0124405550484926,-0.0100318225657792,0.0549784966753358,-0.226280378708021,0.821212161776611,0.615050547340987,0.607427785902195,202,-0.120845911436074,0.0959648013390886,0.981277688298294,"ACP5","P13686","ACP5"
"ACP6__Oncology_o2csf__NPX",0.130369836762077,0.050172250607034,0.162348763731583,0.803023280039394,0.422909815049894,0.238728396809554,0.223578713163974,201,-0.189755382394437,0.45049505591859,0.930140135122498,"ACP6","Q9NPH0","ACP6"
"ACTA2__Cardiometabolic_o2csf__NPX",0.167510367616417,0.099118717974069,0.090188344704609,1.85733941747194,0.064718473619138,0.442215274895586,0.431170032814311,202,-0.0103209708329524,0.345341706065786,0.858528672321461,"ACTA2",NA,"ACTA2"
"ACVRL1__Neurology_o2csf__NPX",-0.027683266252791,-0.0192925881736303,0.0699190411742688,-0.395933150510348,0.692572220529602,0.534976316139724,0.525767926360313,202,-0.165548050398024,0.110181517892442,0.959159619336217,"ACVRL1","P37023","ACVRL1"
"ACY1__Cardiometabolic_o2csf__NPX",-0.0861462415631262,-0.0526051556582046,0.0983976225699332,-0.875491087215042,0.382351756132381,0.296360790463391,0.282358020124354,201,-0.280170265926866,0.107877782800614,0.930140135122498,"ACY1","Q03154","ACY1"
"ACY3__Cardiometabolic_II_o2csf__NPX",0.251289542187176,0.10983046587503,0.137392809099206,1.82898612987619,0.068876145103404,0.293743197996483,0.279757914788492,202,-0.0196184916109201,0.522197575985272,0.858528672321461,"ACY3","Q96HD9","ACY3"
"ACYP1__Inflammation_II_o2csf__NPX",-0.0506971576531593,-0.030041636035289,0.0732943579101979,-0.691692499923046,0.489924691638474,0.630547301357462,0.623231406334837,202,-0.195217315004395,0.0938229996980769,0.930990773318467,"ACYP1","P07311","ACYP1"
"ADA__Inflammation_o2csf__NPX",0.00760988349271462,0.004490156060568,0.0898199263703246,0.0847237778991193,0.932564901142452,0.449889339359623,0.438996058950903,202,-0.169495016017015,0.184714783002444,0.996472933158435,"ADA","P00813","ADA"
"ADA2__Cardiometabolic_o2csf__NPX",-0.0788252528029234,-0.0608309244409507,0.0699063839006752,-1.12758303898139,0.260833621232228,0.429980674822919,0.418693163433274,202,-0.216665079622333,0.0590145740164861,0.923018799228596,"ADA2","Q9NZK5","ADA2"
"ADAM12__Inflammation_II_o2csf__NPX",-0.0505445100321329,-0.0402922855925546,0.0718979350436784,-0.70300363983231,0.482862897279138,0.356621600529065,0.343881434202908,202,-0.19231123235573,0.091222212291464,0.930140135122498,"ADAM12","O43184","ADAM12"
"ADAM15__Cardiometabolic_o2csf__NPX",0.0589097292970854,0.0374020312406711,0.076732260811478,0.767730921441499,0.443543553221417,0.535152898034343,0.525948004926112,202,-0.092389207245586,0.210208665839757,0.930140135122498,"ADAM15","Q13444","ADAM15"
"ADAM22__Neurology_o2csf__NPX",-0.00772181252051807,-0.0108133003055654,0.0453876550327782,-0.170130237284599,0.865078831888693,0.218577809897441,0.203027119547141,201,-0.0972188476712806,0.0817752226302445,0.991559509818549,"ADAM22","Q9P0K1","ADAM22"
"ADAM23__Inflammation_o2csf__NPX",0.00779314344618227,0.00924647637106289,0.0348453873929755,0.223649212399151,0.823257413547167,0.666808815957778,0.660178145628579,201,-0.0609162635081734,0.076502550400538,0.981277688298294,"ADAM23","O75077","ADAM23"
"ADAM8__Neurology_o2csf__NPX",-0.0727048145397291,-0.0304377769627926,0.13569072468419,-0.535812707235104,0.592680403991172,0.372172165936372,0.35967807968635,201,-0.34026473910343,0.194855110023972,0.933277838612906,"ADAM8","P78325","ADAM8"
"ADAM9__Oncology_II_o2csf__NPX",-0.0111520147199286,-0.00734131366403492,0.0706962199638019,-0.157745558753194,0.874814872206159,0.575799579486798,0.567399571159803,202,-0.150549222426208,0.128245192986351,0.993361214072463,"ADAM9","Q13443","ADAM9"
"ADAMTS1__Inflammation_II_o2csf__NPX",-0.0487710378718766,-0.0372082091004567,0.0655252933433086,-0.744308577396961,0.457554790453944,0.510548907019895,0.500856806168804,202,-0.17797232941008,0.0804302536663262,0.930140135122498,"ADAMTS1","Q9UHI8","ADAMTS1"
"ADAMTS13__Cardiometabolic_o2csf__NPX",-0.0445619531012703,-0.0227638969184659,0.0983579603941191,-0.453058938216197,0.650994983350981,0.507505796877086,0.497704917212948,201,-0.238507770138802,0.149383863936261,0.950479382673435,"ADAMTS13","Q76LX8","ADAMTS13"
"ADAMTS15__Oncology_o2csf__NPX",-0.00143714195895445,-0.000749384775033886,0.0878859377150885,-0.0163523539296289,0.9869694304549,0.588673215880947,0.580528131046907,202,-0.174728646376081,0.171854362458172,0.996472933158435,"ADAMTS15","Q8TE58","ADAMTS15"
"ADAMTS16__Cardiometabolic_o2csf__NPX",-0.0105179481705552,-0.00959350927787118,0.0741938447114445,-0.141763083062506,0.887408429613437,0.103053547640543,0.0852922317522371,202,-0.156811693254298,0.135775796913188,0.99386886118542,"ADAMTS16",NA,"ADAMTS16"
"ADAMTS4__Inflammation_II_o2csf__NPX",0.0115667065812317,0.009088625597398,0.0641400768905638,0.180335090663625,0.857070296703729,0.502522140100718,0.49267109337004,202,-0.114903246482576,0.13803665964504,0.988931397013948,"ADAMTS4","O75173","ADAMTS4"
"ADAMTS8__Oncology_o2csf__NPX",0.0538150117990833,0.0319268442236705,0.0642399809112792,0.837718365349553,0.403178975112072,0.715518696432338,0.709885403292385,202,-0.0728519297534087,0.180481953351575,0.930140135122498,"ADAMTS8",NA,"ADAMTS8"
"ADAMTSL2__Cardiometabolic_II_o2csf__NPX",-0.0135760090127632,-0.00928261505745809,0.0628250923846825,-0.21609214562927,0.829133978242859,0.638589692521634,0.631433052769587,202,-0.137453105366683,0.110301087341157,0.984375765851557,"ADAMTSL2","Q86TH1","ADAMTSL2"
"ADAMTSL5__Cardiometabolic_II_o2csf__NPX",0.00518849734009221,0.00344754423620331,0.0865387804617718,0.0599557483062083,0.952250153248985,0.352416379761302,0.339592941736773,202,-0.16544671287135,0.175823707551535,0.996472933158435,"ADAMTSL5",NA,"ADAMTSL5"
"ADCYAP1R1__Oncology_o2csf__NPX",0.116113025868864,0.0989333145816895,0.0771211787751948,1.50559194909778,0.133741807350584,0.159641045488649,0.142917484204841,201,-0.0359573298859611,0.268183381623689,0.904503488518258,"ADCYAP1R1","P41586","ADCYAP1R1"
"ADGRB3__Neurology_o2csf__NPX",-0.0307818405189651,-0.021747591376307,0.0577186877375591,-0.53330804502914,0.59440664354415,0.674310412330363,0.667861113564627,202,-0.144590243672713,0.0830265626347829,0.933277838612906,"ADGRB3","O60242","ADGRB3"
"ADGRD1__Inflammation_II_o2csf__NPX",-0.0968671552231609,-0.0492875066331141,0.103417922620333,-0.936657329491902,0.350053327529647,0.457686967408735,0.446948095476235,202,-0.300784276215483,0.107049965769162,0.923018799228596,"ADGRD1","Q6QNK2","ADGRD1"
