"apt_name","coef_x2m","coef_x2y","coef_m2y","acme","acme_p","ade","ade_p","total","total_p","prop_m","prop_m_p","prop_m_ci_lower","prop_m_ci_upper","p_adjusted","ade_p_adjusted","prop_m_p_adjusted","Protein_id","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.10003.15",0.0711607711314571,1.35414876092928,-0.1266005342684,-0.00141781868482128,0.448,0.222375978566803,0,0.220958159881982,0,-0.00641668398025475,0.448,-0.0240744311524406,0.00877132723594161,0.534903010033445,0,0.534903010033445,"seq_10003_15","P51814","ZNF41","ZNF41","ZNF41__seq.10003.15","ZNF41"
"seq.10025.1",0.045608631742098,1.35809513266635,-0.412403830492515,-0.0029523788737535,0.01,0.222426864389552,0,0.219474485515799,0,-0.013452036881713,0.01,-0.0275907043398351,-0.00269616876669275,0.0207558139534884,0,0.0207558139534884,"seq_10025_1","P09622","DLD","DLD","DLD__seq.10025.1","DLD_1"
"seq.10046.55",-0.0690506757524919,1.30204268919761,-0.305942161087939,0.0033282066923417,0.192,0.213405302599336,0,0.216733509291678,0,0.01535621650394,0.192,-0.00738671483884979,0.0437912384637024,0.264648648648649,0,0.264648648648649,"seq_10046_55","Q13490","BIRC2","BIRC2","BIRC2__seq.10046.55","BIRC2_1"
"seq.10082.251",-0.543259128192831,1.1154796936178,-0.391258042561384,0.0341144867553982,0.004,0.184082173930693,0,0.218196660686091,0,0.156347428270119,0.004,0.0465755446494872,0.271653217818203,0.00952,0,0.00952,"seq_10082_251","P07196","NEFL","NEFL","NEFL__seq.10082.251","NEFL"
"seq.10521.10",0.0350655515919705,1.34318109359835,-0.272962824730873,-0.00150748074961514,0.094,0.220600672400137,0,0.219093191650522,0,-0.00688054584562235,0.094,-0.0186993582850419,0.00150439813215446,0.145904347826087,0,0.145904347826087,"seq_10521_10","Q9BRK3","MXRA8","MXRA8","MXRA8__seq.10521.10","MXRA8_1"
"seq.10561.5",-0.0399768737987978,1.32505359076322,-0.445980717165432,0.00281344279936271,0.004,0.21782013494884,0,0.220633577748203,0,0.0127516528901758,0.004,0.00342424673254508,0.0255046930011859,0.00952,0,0.00952,"seq_10561_5","Q96LB9","PGLYRP3","PGLYRP3","PGLYRP3__seq.10561.5","PGLYRP3"
"seq.10565.19",0.117903670423593,1.31058452357227,0.450279512545302,0.00827740662928241,0,0.212137870982304,0,0.220415277611587,0,0.0375536882877455,0,0.0171879390175412,0.0602420790285546,0,0,0,"seq_10565_19","O94933","SLITRK3","SLITRK3","SLITRK3__seq.10565.19","SLITRK3"
"seq.10731.10",-0.0416584123397953,1.35778998010798,0.470239959400962,-0.0030799519104599,0.048,0.222743138082658,0,0.219663186172198,0,-0.0140212475478047,0.048,-0.0307714153484868,-0.000449226318983575,0.0823846153846154,0,0.0823846153846154,"seq_10731_10","Q8IZT8","HS3ST5","HS3ST5","HS3ST5__seq.10731.10","HS3ST5"
"seq.10734.339",-0.177559753696159,1.30328242766782,-0.170146847533367,0.00477643407853387,0,0.214308333335792,0,0.219084767414326,0,0.0218017625547687,0,0.00770512209791912,0.039922715926958,0,0,0,"seq_10734_339","Q9H3Q3","GAL3ST2","GAL3ST2","GAL3ST2__seq.10734.339","GAL3ST2"
"seq.10980.11",0.141578554592843,1.27456464705206,1.21913797363418,0.0252461391475857,0,0.191988202689243,0,0.217234341836829,0,0.116216151341986,0,0.0763003413393606,0.161172368738736,0,0,0,"seq_10980_11","P22303","ACHE","ACHE","ACHE__seq.10980.11","ACHE_1"
"seq.10990.21",-0.0486361942749316,1.35853554998605,0.400816138721158,-0.00306530525983864,0.038,0.222984239561527,0,0.219918934301689,0,-0.0139383417329296,0.038,-0.0316995910693105,-0.000560169926244515,0.0671584158415842,0,0.0671584158415842,"seq_10990_21","Q5S007","LRRK2","LRRK2","LRRK2__seq.10990.21","LRRK2"
"seq.11160.56",-0.0488402224376552,1.32529241135861,-0.126909707316447,0.00098036263289269,0.558,0.218395577720159,0,0.219375940353052,0,0.00446887033881175,0.558,-0.0115432428050351,0.0216607638309831,0.6324,0,0.6324,"seq_11160_56","Q9H9V4","RNF122","RNF122","RNF122__seq.11160.56","RNF122"
"seq.11171.25",0.0635742128183051,1.3157840547141,0.449196878541263,0.00450991326250782,0.004,0.216169393009751,0,0.220679306272258,0,0.0204365028089395,0.004,0.00703846061676268,0.0367185162445173,0.00952,0,0.00952,"seq_11171_25","P21333","FLNA","FLNA","FLNA__seq.11171.25","FLNA_1"
"seq.11180.17",-0.0819058997190944,1.29843053574863,-0.251861821257542,0.00327032788971468,0.018,0.214140091098968,0,0.217410418988683,0,0.015042185673194,0.018,0.00178340929290804,0.033458906589758,0.0353076923076923,0,0.0353076923076923,"seq_11180_17","Q92922","SMARCC1","SMARCC1","SMARCC1__seq.11180.17","SMARCC1"
"seq.11192.168",0.0565872133530613,1.29469723236708,1.06890252951377,0.00943332210167436,0,0.209532987049897,0,0.218966309151571,0,0.0430811577279887,0,0.0227626056685662,0.0684721946648614,0,0,0,"seq_11192_168","Q9GZM7","TINAGL1","TINAGL1","TINAGL1__seq.11192.168","TINAGL1"
"seq.11245.43",0.096474334271827,1.31318412935364,0.267144160511347,0.00407308430567386,0.002,0.215949941614326,0,0.22002302592,0,0.0185120820361539,0.002,0.00650094274302403,0.0347591173414969,0.00562204724409449,0,0.00562204724409449,"seq_11245_43","P21333","FLNA","FLNA","FLNA__seq.11245.43","FLNA_2"
"seq.11286.78",-0.0934672934794613,1.34113304276984,0.0866991313903482,-0.0012777032598376,0.53,0.220472800753166,0,0.219195097493329,0,-0.00582906859892927,0.53,-0.0244385529483899,0.0134463834215827,0.604504792332268,0,0.604504792332268,"seq_11286_78","Q9BQE4","SELENOS","SELENOS","SELENOS__seq.11286.78","SELENOS"
"seq.11289.31",-0.0246839835185534,1.3166421923117,0.213982437853966,-0.000836101686244877,0.34,0.216984039575781,0,0.216147937889536,0,-0.00386819182458346,0.34,-0.0136724877602048,0.00409472218604054,0.424405594405594,0,0.424405594405594,"seq_11289_31","P48730","CSNK1D","CSNK1D","CSNK1D__seq.11289.31","CSNK1D"
"seq.11293.14",0.453460586349074,1.06223634162879,0.629096567702588,0.0458239904190131,0,0.174797121287068,0,0.220621111706081,0,0.207704467014296,0,0.0952362936861945,0.339734391534997,0,0,0,"seq_11293_14","Q6UXK5","LRRN1","LRRN1","LRRN1__seq.11293.14","LRRN1_1"
"seq.11333.82",0.0702004423987558,1.32177988218906,0.321376954909138,0.00354734162385511,0.006,0.216354686827496,0,0.219902028451351,0,0.0161314638561412,0.006,0.00470803229619405,0.0307342892979153,0.0130609756097561,0,0.0130609756097561,"seq_11333_82","P42331","ARHGAP25","ARHGAP25","ARHGAP25__seq.11333.82","ARHGAP25"
"seq.11457.53",-0.0747301774827384,1.36257925924986,0.308099621055678,-0.00361160535929708,0.008,0.22302778863538,0,0.219416183276083,0,-0.016460068283809,0.008,-0.0303955188964952,-0.00262012838237559,0.017,0,0.017,"seq_11457_53","Q14376","GALE","GALE","GALE__seq.11457.53","GALE"
"seq.11494.4",-0.0435024843635032,1.3210767859505,-0.0298679345340924,0.00020523632614383,0.894,0.2173154208418,0,0.217520657167944,0,0.000943525680806356,0.894,-0.0114518440282129,0.0123592961463138,0.904130311614731,0,0.904130311614731,"seq_11494_4","O00472","ELL2","ELL2","ELL2__seq.11494.4","ELL2"
"seq.11539.4",-0.0387996171861218,1.32101036476869,-0.173076227986594,0.00106119876831108,0.264,0.217388750529739,0,0.21844994929805,0,0.00485785770022404,0.264,-0.00375870085031868,0.016936782938401,0.343970802919708,0,0.343970802919708,"seq_11539_4","P56134","ATP5MF","ATP5MF","ATP5MF__seq.11539.4","ATP5MF"
"seq.11556.19",-0.105258328406116,1.33325594092268,0.0448502909772441,-0.000745130172886019,0.67,0.219334694431927,0,0.218589564259041,0,-0.00340880945260039,0.67,-0.0224097424088249,0.0133683998469699,0.729237804878049,0,0.729237804878049,"seq_11556_19","Q8N6T3","ARFGAP1","ARFGAP1","ARFGAP1__seq.11556.19","ARFGAP1"
"seq.11563.51",-0.0741074428590851,1.30992589558537,-0.227379900708989,0.00266768151826188,0.232,0.215853978068556,0,0.218521659586818,0,0.0122078585862196,0.232,-0.00602236399028912,0.0309746767929039,0.306755555555556,0,0.306755555555556,"seq_11563_51","Q96C24","SYTL4","SYTL4","SYTL4__seq.11563.51","SYTL4_1"
