apt_name,Protein_id,coef,standardized_beta,se,t,p,R_squared,R_squared_adj,resid,CI95_lower,CI95_upper,p_adjusted,UniProt,EntrezGeneSymbol,symbol,ref_name,label
seq.10082.251,NFL__seq.10082.251__ANML,-0.142136206753849,-0.176949761942512,0.03634933650251,-3.9102833897404,9.70533749884643e-05,0.410442820203325,0.407661890109944,1272,-0.213447451877573,-0.0708249616301253,0.0048812477124958,P07196,NEFL,NEFL,NEFL__seq.10082.251,NEFL
seq.10390.21,ZNRF3__seq.10390.21__ANML,0.0467855607625001,0.0626049311092221,0.0309065449265914,1.51377518495271,0.130332269804383,0.507491417290643,0.50515909566771,1267,-0.0138480765220709,0.107419198047071,0.506174164123997,Q9ULT6,ZNRF3,ZNRF3,ZNRF3__seq.10390.21,ZNRF3_1
seq.10939.16,PKHA4__seq.10939.16__ANML,0.029076610302217,0.0574492575178707,0.0294546086391207,0.987166750659128,0.323750121391998,0.0306858143695384,0.0260773475598848,1262,-0.0287087819708532,0.0868620025752873,0.737081878774222,Q9H4M7,PLEKHA4,PLEKHA4,PLEKHA4__seq.10939.16,PLEKHA4
seq.10990.21,LRRK2__seq.10990.21__ANML,-0.0132507315243037,-0.0326968065236464,0.022823961140827,-0.580562306540258,0.561638642542874,0.0903637281276434,0.0860594555478057,1268,-0.0580276142498852,0.0315261512012778,0.860492232152843,Q5S007,LRRK2,LRRK2,LRRK2__seq.10990.21,LRRK2
seq.11160.56,RN122__seq.11160.56__ANML,-0.017685977945799,-0.0371119315966019,0.0207087035421446,-0.85403598104565,0.393245985357654,0.457056727379942,0.454493659216511,1271,-0.0583129792390636,0.0229410233474656,0.775461936872677,Q9H9V4,RNF122,RNF122,RNF122__seq.11160.56,RNF122
seq.11180.17,SMRC1__seq.11180.17__ANML,0.026864335513093,0.0292865588466085,0.0536242191628874,0.500973924328682,0.616476769386774,0.0201442854633672,0.0154893889572549,1263,-0.0783380191470305,0.132066690173217,0.871358280872911,Q92922,SMARCC1,SMARCC1,SMARCC1__seq.11180.17,SMARCC1
seq.11192.168,TINAL__seq.11192.168__ANML,-0.0189451710157313,-0.02648491655891,0.0408411708236198,-0.463874336452047,0.642816963939275,0.0593350962729031,0.0549084379024227,1275,-0.09906845515953,0.0611781131280673,0.871358280872911,Q9GZM7,TINAGL1,TINAGL1,TINAGL1__seq.11192.168,TINAGL1
seq.11219.95,FGFP3__seq.11219.95__ANML,-0.030271976488004,-0.0577971884934211,0.0282802404356676,-1.07042854026886,0.284629527346629,0.160349976457198,0.156389363138599,1272,-0.0857530210381976,0.0252090680621896,0.737081878774222,Q8TAT2,FGFBP3,FGFBP3,FGFBP3__seq.11219.95,FGFBP3
seq.11286.78,SELS__seq.11286.78__ANML,-0.0414571130389344,-0.0571505535850387,0.039143073428157,-1.05911747361955,0.289748151450527,0.167264880621754,0.163321383608124,1267,-0.118249485725154,0.0353352596472854,0.737081878774222,Q9BQE4,SELENOS,SELENOS,SELENOS__seq.11286.78,SELENOS
seq.11293.14,LRRN1_CD__seq.11293.14__ANML,0.0213592219703488,0.0332337043166846,0.030181735195473,0.707687011101751,0.479269798870295,0.367724609339782,0.364730408594746,1267,-0.0378524559706157,0.0805708999113134,0.809448354420684,Q6UXK5,LRRN1,LRRN1,LRRN1__seq.11293.14,LRRN1_1
seq.11416.23,FBXL4_LRR4_and_LRR5__seq.11416.23__ANML,-0.0158804377252084,-0.0588802452418304,0.0157157423115544,-1.01047964584739,0.31245817399825,0.0244784730792607,0.0198660781529214,1269,-0.0467121332522501,0.0149512578018334,0.737081878774222,Q9UKA2,FBXL4,FBXL4,FBXL4__seq.11416.23,FBXL4_1
seq.11556.19,ARFG1__seq.11556.19__ANML,-0.0566528104932667,-0.0836065969861716,0.0387302081420326,-1.46275512606356,0.143781039758309,0.0585117396923965,0.0540777290473058,1274,-0.13263480914219,0.0193291881556564,0.545714400900855,Q8N6T3,ARFGAP1,ARFGAP1,ARFGAP1__seq.11556.19,ARFGAP1
seq.11563.51,SYTL4_C2_2__seq.11563.51__ANML,0.0187484803767033,0.0418279479866448,0.0237762794712538,0.788537180485732,0.430529839603944,0.192645867906137,0.188828590685835,1269,-0.0278966602021541,0.0653936209555607,0.780207679846985,Q96C24,SYTL4,SYTL4,SYTL4__seq.11563.51,SYTL4_1
seq.11814.29,Met__seq.11814.29__ANML,0.0164195697479981,0.0361962655795445,0.023168947511782,0.708688633337721,0.478647270680257,0.247242636029869,0.243700248434716,1275,-0.029033881447521,0.0618730209435173,0.809448354420684,P08581,MET,MET,MET__seq.11814.29,MET_1
seq.12384.92,CSN7B__seq.12384.92__ANML,0.11522835220267,0.0950087714954763,0.0702518495250573,1.6402180580537,0.101206500552215,0.0318054312810622,0.0272492215459144,1275,-0.0225935757100381,0.253050280115379,0.465683314339784,Q9H9Q2,COPS7B,COPS7B,COPS7B__seq.12384.92,COPS7B
seq.12482.5,BPTF__seq.12482.5__ANML,-0.0217156491571044,-0.0703655698129121,0.0170937157553304,-1.27038787048584,0.204179364198966,0.120578069172845,0.116420045859242,1269,-0.0552507014089261,0.0118194030947174,0.627585528291075,Q12830,BPTF,BPTF,BPTF__seq.12482.5,BPTF
seq.12501.10,TBCA__seq.12501.10__ANML,-0.183168073488008,-0.170082034999603,0.0447942672921949,-4.08909631880336,4.60170950860338e-05,0.50077006255549,0.49842074520281,1275,-0.271046646356691,-0.095289500619325,0.0038424274396838,O75347,TBCA,TBCA,TBCA__seq.12501.10,TBCA
seq.12514.16,METTL1__seq.12514.16__ANML,-0.0033786590423124,-0.0086344633424621,0.0212010014072873,-0.15936318183306,0.873408104252251,0.156945894219203,0.152959822797071,1269,-0.0449715286185262,0.0382142105339012,0.937784376616634,Q9UBP6,METTL1,METTL1,METTL1__seq.12514.16,METTL1
seq.12587.65,ARL2__seq.12587.65__ANML,-0.127147306791789,-0.127186301156315,0.0478444106061243,-2.65751642001655,0.0079704102699022,0.338804597165464,0.335688200922725,1273,-0.221009871233992,-0.0332847423495861,0.112826329036395,P36404,ARL2,ARL2,ARL2__seq.12587.65,ARL2
seq.12616.45,NRBP__seq.12616.45__ANML,0.0353967069868358,0.0482513751417164,0.0344706400761595,1.0268653819201,0.304679547602991,0.365990212524714,0.362992530314429,1269,-0.0322290060327152,0.103022420006387,0.737081878774222,Q9UHY1,NRBP1,NRBP1,NRBP1__seq.12616.45,NRBP1
seq.12881.17,RDH16__seq.12881.17__ANML,-0.0158670155915017,-0.0289394125238826,0.0242509171596794,-0.654285175567827,0.513046837211102,0.438802173536424,0.436144567412682,1267,-0.0634433887632909,0.0317093575802875,0.823834825137058,O75452,RDH16,RDH16,RDH16__seq.12881.17,RDH16
seq.12893.159,IP16_HIN_2__seq.12893.159__ANML,-0.022346467971603,-0.0261038472974738,0.0461729600313872,-0.483973043019388,0.628488441401953,0.164816372653971,0.160870623233438,1270,-0.112930135412831,0.0682371994696253,0.871358280872911,Q16666,IFI16,IFI16,IFI16__seq.12893.159,IFI16_1
seq.13022.20,P5I11__seq.13022.20__ANML,-0.26506033578832,-0.142501749574772,0.100996945159321,-2.62443913892833,0.0087828878890606,0.149242480914421,0.145238916118724,1275,-0.463198801739838,-0.0669218698368025,0.112826329036395,O14683,TP53I11,TP53I11,TP53I11__seq.13022.20,TP53I11
seq.13055.53,PSD1__seq.13055.53__ANML,-0.014683689385824,-0.019998308042947,0.0415463073452116,-0.353429470008394,0.72382510740323,0.0813700814265421,0.0770335121807194,1271,-0.0961905726539727,0.0668231938823248,0.886745002670977,A5PKW4,PSD,PSD,PSD__seq.13055.53,PSD
seq.13408.23,WFKN2__seq.13408.23__ANML,0.0165360899540968,0.0259665275775115,0.0363039514676937,0.455490085392274,0.648834317016823,0.0630329021243525,0.0586201842379681,1274,-0.0546860109252222,0.0877581908334157,0.871358280872911,Q8TEU8,WFIKKN2,WFIKKN2,WFIKKN2__seq.13408.23,WFIKKN2_1
seq.13468.5,NEUL4__seq.13468.5__ANML,0.0059499453698772,0.0182893988336306,0.0183767968480294,0.32377488955673,0.746161946218715,0.0837645589592365,0.079422210897432,1266,-0.0301023820174926,0.042002272757247,0.902964094337141,Q96JN8,NEURL4,NEURL4,NEURL4__seq.13468.5,NEURL4
seq.13507.51,TRADD__seq.13507.51__ANML,-0.0401730427401345,-0.0512189286652101,0.0454581349758179,-0.883737152030216,0.377005380349214,0.032337809317694,0.0277661769207699,1270,-0.129354342322158,0.0490082568418895,0.768057443271296,Q15628,TRADD,TRADD,TRADD__seq.13507.51,TRADD
