"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.10000.28",0.0184464010341137,0.0153149244207182,0.0408008504261466,0.452108248760731,0.651287984092075,0.0157100750640018,0.0118157529079741,1011,-0.0616176466790938,0.0985104487473212,952.033671106663,"CRBB2__seq.10000.28__ANML",0.861779473041235,"P43320","CRYBB2","CRYBB2","CRYBB2__seq.10000.28","CRYBB2"
"seq.10001.7",0.00462794180566812,0.00289409843058234,0.0274778979916771,0.168424157010478,0.866283060733178,0.744348296075512,0.74334377071628,1018,-0.0492918559763137,0.0585477395876499,155.070934748128,"c.Raf__seq.10001.7__ANML",0.950003326424989,"P04049","RAF1","RAF1","RAF1__seq.10001.7","RAF1"
"seq.10003.15",0.00501471505845214,0.00609567329371412,0.0265282428466553,0.189033065153971,0.850104767058895,0.101212606360689,0.097663593947503,1013,-0.0470418830937716,0.0570713132106759,79.9307052122298,"ZNF41__seq.10003.15__ANML",0.944921151666776,"P51814","ZNF41","ZNF41","ZNF41__seq.10003.15","ZNF41"
"seq.10006.25",0.00137816088904117,0.00168850588264444,0.0258499659227437,0.0533138377497287,0.957492387427859,0.137368196603499,0.133955212218152,1011,-0.0493475686829343,0.0521038904610167,28.4271355735011,"ELK1__seq.10006.25__ANML",0.983443067976703,"P19419","ELK1","ELK1","ELK1__seq.10006.25","ELK1"
"seq.10008.43",0.00543425635365026,0.00810449911829875,0.0216084192211972,0.251487917650145,0.80148780913219,0.104494216747752,0.100965129917202,1015,-0.036968029815053,0.0478365425223535,-345.665239048853,"GUC1A__seq.10008.43__ANML",0.928750771435247,"P43080","GUCA1A","GUCA1A","GUCA1A__seq.10008.43","GUCA1A"
"seq.10010.10",-0.0210015828435845,-0.0333473917865269,0.0203526628902739,-1.03188378625485,0.302373098459799,0.100948937519413,0.0973953760076323,1012,-0.0609398347616923,0.0189366690745233,-463.462188522135,"BECN1__seq.10010.10__ANML",0.626094763662088,"Q14457","BECN1","BECN1","BECN1__seq.10010.10","BECN1_1"
"seq.10011.65",-0.0133053630874661,-0.0179707937233318,0.0208971493050059,-0.636707088285904,0.524458937443634,0.310269986233945,0.30755718381992,1017,-0.0543118252228293,0.0277010990478971,-404.543714529285,"OCRL__seq.10011.65__ANML",0.787769764799356,"Q01968","OCRL","OCRL","OCRL__seq.10011.65","OCRL"
"seq.10012.5",-0.045678960983811,-0.0758641092089682,0.020136026238122,-2.2685191429345,0.0235065084692002,0.0316515145382785,0.0278428675944764,1017,-0.0851918718329683,-0.00616605013465361,-479.449778047819,"SPDEF__seq.10012.5__ANML",0.208600734026896,"O95238","SPDEF","SPDEF","SPDEF__seq.10012.5","SPDEF"
"seq.10014.31",0.0100007710150823,0.0124569204696201,0.0266219950286412,0.375658210600783,0.707249502771275,0.0491832654462721,0.0454362044234001,1015,-0.0422396747126129,0.0622412167427776,86.139050679563,"SLUG__seq.10014.31__ANML",0.889556738205929,"O43623","SNAI2","SNAI2","SNAI2__seq.10014.31","SNAI2"
"seq.10015.119",-0.0203657814761904,-0.0206201169503173,0.02434691012384,-0.836483207626772,0.403079810904259,0.474879015795414,0.47281161034579,1016,-0.0681417629928077,0.0274102000404269,-92.3046948386718,"KCAB2__seq.10015.119__ANML",0.708903295636937,"Q13303","KCNAB2","KCNAB2","KCNAB2__seq.10015.119","KCNAB2"
