"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.10000.28",0.00592869707334838,0.00759176239697394,0.0255442739172143,0.232094953748246,0.816511281467854,0.0157625690921391,0.0108901065628922,1010,-0.0441972285235209,0.0560546226702177,953.979484475788,"CRBB2__seq.10000.28__ANML",0.961572047444765,"P43320","CRYBB2","CRYBB2","CRYBB2__seq.10000.28","CRYBB2"
"seq.10001.7",-0.0212691099637161,-0.0205607598631831,0.0171724000914779,-1.23856361664153,0.2157929500755,0.744733339561268,0.743478341230694,1017,-0.0549664992031092,0.0124282792756769,155.529007160567,"c.Raf__seq.10001.7__ANML",0.717888119450544,"P04049","RAF1","RAF1","RAF1__seq.10001.7","RAF1"
"seq.10003.15",0.026137478948912,0.0491302250155097,0.0165992363560258,1.57461936129512,0.115656879147763,0.103409276785306,0.0989794807219926,1012,-0.0064353832268762,0.0587103411247002,79.4396292799476,"ZNF41__seq.10003.15__ANML",0.605069919592528,"P51814","ZNF41","ZNF41","ZNF41__seq.10003.15","ZNF41"
"seq.10006.25",-0.0161641042696515,-0.0305271605300893,0.0161983660343431,-0.997884862916483,0.318574201502177,0.138217840603534,0.13395159228969,1010,-0.0479504096177616,0.0156222010784586,29.4259393497212,"ELK1__seq.10006.25__ANML",0.786099322226984,"P19419","ELK1","ELK1","ELK1__seq.10006.25","ELK1"
"seq.10008.43",-0.0149686625389833,-0.0346035559764349,0.013462371553133,-1.11188897735479,0.266449437404188,0.105584712826555,0.101174381035759,1014,-0.0413859583784532,0.0114486333004866,-344.908094006402,"GUC1A__seq.10008.43__ANML",0.758276579560614,"P43080","GUCA1A","GUCA1A","GUCA1A__seq.10008.43","GUCA1A"
"seq.10010.10",0.0337760853579828,0.0828862026727187,0.0126748976346086,2.66480143127608,0.00782607980144454,0.107219740114335,0.102804407473951,1011,0.00890396631197874,0.0586482044039869,-468.580528508333,"BECN1__seq.10010.10__ANML",0.201012735744191,"Q14457","BECN1","BECN1","BECN1__seq.10010.10","BECN1_1"
"seq.10011.65",0.00406716137400847,0.00848789781672347,0.0130672168010212,0.311249245798894,0.755674997779342,0.310335746055216,0.306941729057456,1016,-0.0215746595052627,0.0297089822532796,-402.641158079635,"OCRL__seq.10011.65__ANML",0.946379982606585,"Q01968","OCRL","OCRL","OCRL__seq.10011.65","OCRL"
"seq.10012.5",-0.00477669245720035,-0.0122586905237197,0.0125983569273601,-0.379152018373659,0.704654203861045,0.0317885090816659,0.0270236887523434,1016,-0.0294984688403125,0.0199450839259118,-477.594373025803,"SPDEF__seq.10012.5__ANML",0.933210687997364,"O95238","SPDEF","SPDEF","SPDEF__seq.10012.5","SPDEF"
"seq.10014.31",0.0327296932179155,0.0630750861451272,0.0165993210472456,1.97174891218496,0.0489097693425122,0.0528148831964745,0.0481443451451752,1014,0.00015674177999634,0.0653026446558346,84.2357303292029,"SLUG__seq.10014.31__ANML",0.448774872228279,"O43623","SNAI2","SNAI2","SNAI2__seq.10014.31","SNAI2"
"seq.10015.119",0.015616171010567,0.0244118475036824,0.0152370298591761,1.02488287775866,0.305662643957217,0.475421881747303,0.47283775308596,1015,-0.0142835127116032,0.0455158547327372,-91.3607425860602,"KCAB2__seq.10015.119__ANML",0.777497332831119,"Q13303","KCNAB2","KCNAB2","KCNAB2__seq.10015.119","KCNAB2"
"seq.10022.207",-0.0178238094591553,-0.0222979565670524,0.0253093521670581,-0.70423807537651,0.481446379983005,0.0801066641748548,0.0755662232280376,1013,-0.0674885679910144,0.0318409490727039,934.139821531948,"POLH__seq.10022.207__ANML",0.862957190699207,"Q9Y253","POLH","POLH","POLH__seq.10022.207","POLH"
"seq.10023.32",0.00741598455061534,0.0191297093009152,0.0126230365412851,0.587496085142468,0.557001893772366,0.0242525493266803,0.019422116402555,1010,-0.01735439618229,0.0321863652835207,-475.942336377677,"VDR__seq.10023.32__ANML",0.896765090336005,"P11473","VDR","VDR","VDR__seq.10023.32","VDR"
"seq.10024.44",0.000592378539838445,0.00093499678790007,0.0208180663126874,0.0284550222360193,0.977304861879956,0.00896060834255018,0.00405447274028559,1010,-0.040259236442149,0.0414439935218258,536.008498296178,"HOGA1__seq.10024.44__ANML",0.997527523629227,"Q86XE5","HOGA1","HOGA1","HOGA1__seq.10024.44","HOGA1"
"seq.10025.1",0.0400356949035529,0.0621846381723084,0.0169565529684382,2.36107509457097,0.018410048898191,0.356703724060896,0.353537895931275,1016,0.00676182330814269,0.0733095664989631,130.960881464955,"DLDH__seq.10025.1__ANML",0.307608271154408,"P09622","DLD","DLD","DLD__seq.10025.1","DLD_1"
"seq.10030.8",0.0181031221367392,0.026170706814086,0.0220764295740095,0.820020378569366,0.412398540343436,0.0651550399793827,0.0605133073079793,1007,-0.0252179534664103,0.0614241977398888,652.945650227869,"MutY_homolog__seq.10030.8__ANML",0.834998156309597,"Q9UIF7","MUTYH","MUTYH","MUTYH__seq.10030.8","MUTYH"
"seq.10035.6",0.00698547433102661,0.0198038198610712,0.0105678937817789,0.66100913533697,0.508757051925754,0.174745484635534,0.170664107210388,1011,-0.0137520432240055,0.0277229918860587,-840.566566849384,"DUS4__seq.10035.6__ANML",0.87108376707519,"Q13115","DUSP4","DUSP4","DUSP4__seq.10035.6","DUSP4"
"seq.10036.201",-0.00483334618172452,-0.0113664427668722,0.0135044375364582,-0.357907996440122,0.720486361423077,0.0642841539457944,0.0596883000850172,1018,-0.0313330639310875,0.0216663715676384,-335.042524631447,"ZHX3__seq.10036.201__ANML",0.938537111259192,"Q9H4I2","ZHX3","ZHX3","ZHX3__seq.10036.201","ZHX3"
"seq.10037.98",0.0232287442039926,0.0308354133133652,0.0246344423737765,0.94293769071549,0.345936934000336,0.00973620586845937,0.00486286042489859,1016,-0.0251114623164762,0.0715689507244614,892.349310156043,"SIG12_Ig.like_V.type_2__seq.10037.98__ANML",0.80429729436552,"Q96PQ1","SIGLEC12","SIGLEC12","SIGLEC12__seq.10037.98","SIGLEC12_1"
"seq.10039.32",0.0312611500848498,0.0177953028262064,0.0196307452610005,1.59245864938989,0.111591820745775,0.883990800929133,0.883421570315438,1019,-0.00726015815534582,0.0697824583250454,432.62450519339,"PNP__seq.10039.32__ANML",0.599783637224503,"P00491","PNP","PNP","PNP__seq.10039.32","PNP_1"
"seq.10040.63",0.00674537835141003,0.0103543407774707,0.0214551986508793,0.314393656342753,0.753287003760631,0.00150624098517088,-0.00343679742579361,1010,-0.0353564913171294,0.0488472480199494,600.211161513597,"P73L__seq.10040.63__ANML",0.945759434351413,"Q9H3D4","TP63","TP63","TP63__seq.10040.63","TP63"
